ID,Vulnerability description,Vulnerability location,Location-subtype,Vulnerability type,Type-subtype,Risk,Time,Attack surface,Country/region,EPA size,SAE level,Power type,APP class,Vehicle ID,Participant ID,Skill1,Skill2,Skill3,Skill4,Privacy data breach,Control hijacking,Ransomware,System damage,Unauthroized unlocking,Driving accident
522,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
523,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
524,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
525,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
526,Vulnerability allowing remote disabling of instrument information in XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-3-11,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,2,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
527,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-11,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,2,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
528,Authentication bypass vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-3-10,Remote,Japan,Sedan,L2,Electric,-,Competition-2-Vehicle-1,3,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
529,Weak password vulnerability in the FTP of the T-BOX system in XX Company's XX model,In-vehicle,T-Box,Authorization,Weak password,Low,2023-3-10,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,3,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
530,Sensitive information leakage in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,Low,2023-3-10,Remote,Japan,Sedan,L2,Electric,-,Competition-2-Vehicle-1,3,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
531,IVI traffic hijacking vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Medium,2023-3-10,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
532,Vulnerability allowing sensitive file reading in the IVI of XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Low,2023-3-10,Short-range,China,SUV,L1,Petrol,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
533,Open system debug port vulnerability in XX Company's XX model,Network,Network,OS,Debug interface exposure,Medium,2023-3-10,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,3,Port scanning,-,-,-,-,-,-,-,-,-
534,Empty password vulnerability in the system FTP of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-3-10,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,3,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
535,Open debug port vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Debug interface exposure,Medium,2023-3-10,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
536,Authentication bypass vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Medium,2023-3-10,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,3,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
537,Empty password vulnerability in the system Telnet of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-3-10,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,3,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
538,Hardcoded root password vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Low,2023-3-10,Short-range,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
539,Hidden engineering mode vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-3-10,Short-range,German,SUV,L3,Hybird,-,Competition-2-Vehicle-3,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
540,IVI FTP service enabled in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-3-9,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,7,Port scanning,-,-,-,TRUE,TRUE,-,-,-,-
541,Command execution and information leakage vulnerabilities in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,Low,2023-3-9,Remote,China,-,-,-,-,Competition-2-Vehicle-4-5-6,5,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
542,Vulnerability allowing malicious APK installation in the IVI of XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Low,2023-3-9,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
543,Vulnerability allowing unauthorized takeover of others' APPs and vehicles in batches in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,High,2023-3-9,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,5,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
544,Unauthorized access vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-3-9,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,5,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
545,Weak password for system Telnet remote login in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Low,2023-3-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,2,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
546,Plaintext storage of keys in system dynamic libraries in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Medium,2023-3-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
547,"Modification of speed, fuel level, and other instrument data in XX Company's XX model",In-vehicle,IVI,File operation,File tampering,Low,2023-3-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
548,Unsafe partition table file configuration in XX Company's XX model,In-vehicle,IVI,File operation,File accessing,Low,2023-3-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
549,Vulnerability enabling hidden functions in the IVI of XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-3-8,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
550,Weak password vulnerability in the in-vehicle network FTP of XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Low,2023-3-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,2,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
551,Remote music playback vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-3-8,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
552,Remote air conditioning activation vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-3-8,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
553,Arbitrary file read/write vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,File operation,File accessing,Medium,2023-3-8,Short-range,German,SUV,L3,Hybird,-,Competition-2-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
554,Vulnerability allowing modification of VIN code in the IVI of XX Company's XX model,In-vehicle,IVI,File operation,File tampering,Low,2023-3-7,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
555,XX Company's system can achieve persistent execution via symbolic links,In-vehicle,ECU,DoS,DoS,High,2023-3-7,Short-range,America,Sedan,L2,Electric,-,Competition-1-Vehicle-4,1,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
556,Buffer overflow in XX Company's system,In-vehicle,ECU,Memory,Buffer overflow,High,2023-3-7,Short-range,America,Sedan,L2,Electric,-,Competition-1-Vehicle-4,1,Port scanning,Brute force,-,-,-,TRUE,-,-,-,-
557,Remote root access vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Privilege escalation,Medium,2023-3-7,Remote,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
558,Condition race in software signature check leading to arbitrary code execution in XX Company's XX model,In-vehicle,IVI,Injection,Command injection,High,2023-3-7,Short-range,America,Sedan,L2,Electric,-,Competition-1-Vehicle-4,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
559,Installation of third-party software in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Medium,2023-3-7,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
560,Engineering mode in the IVI of XX Company's XX model is not password-protected,In-vehicle,IVI,Authorization,Weak password,Low,2023-3-7,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,1,Brute force,-,-,-,TRUE,TRUE,-,-,-,-
561,"Modification of speed, fuel level, and other instrument data in the infotainment system of XX Company's XX model",In-vehicle,IVI,File operation,File tampering,Low,2023-3-6,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
562,Plaintext storage of keys in system dynamic libraries in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Medium,2023-3-6,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
563,Arbitrary code execution vulnerability in the system of XX Company's XX model,In-vehicle,IVI,Injection,Command injection,Medium,2023-3-6,Short-range,German,SUV,L3,Hybird,-,Competition-2-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
564,Weak password vulnerability in privileged accounts in XX Company's XX model,In-vehicle,ECU,Authorization,Weak password,Medium,2023-3-6,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,1,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
565,Unsafe partition table file configuration in XX Company's XX model,In-vehicle,IVI,File operation,File accessing,Low,2023-3-5,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,6,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
566,Vulnerability allowing remote disabling of instrument information in XX Company's XX model,In-vehicle,IVI,File operation,File tampering,Low,2023-3-5,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,6,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
567,Engineering mode in XX Company's XX model is not password-protected,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-3-5,Short-range,German,SUV,L3,Hybird,-,Competition-2-Vehicle-3,6,Brute force,-,-,-,TRUE,TRUE,-,-,-,-
568,Vulnerability allowing remote screen shutdown in XX Company's XX model,In-vehicle,IVI,File operation,File tampering,Medium,2023-3-5,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,6,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
569,Weak password vulnerability in FTP of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-3-5,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,6,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
570,Weak password vulnerability in Telnet remote login of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-3-5,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,6,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
571,Privilege escalation vulnerability in the IVI of XX Company's XX model,In-vehicle,IVI,Authorization,Privilege escalation,Medium,2023-3-5,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,6,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
572,Remote root access vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,Authorization,Privilege escalation,Medium,2023-3-5,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
573,Remote music playback vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,File operation,File tampering,Low,2023-3-5,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
574,Privilege escalation vulnerability via arbitrary system APP overwrite in the IVI of XX Company's XX model,In-vehicle,IVI,Authorization,Privilege escalation,Low,2023-3-4,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
575,Arbitrary APP installation vulnerability in the IVI of XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Medium,2023-3-4,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,5,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
576,Arbitrary installation of third-party software in XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Medium,2023-3-4,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-2,4,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
577,Vulnerability allowing batch retrieval of VIN numbers in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,Low,2023-3-3,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,6,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
578,Horizontal privilege escalation vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Medium,2023-3-3,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,6,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
579,Brute-force vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Weak password,Medium,2023-3-13,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Penetration testing,Brute force,-,-,TRUE,-,TRUE,-,-,-
580,Denial of Service (DoS) vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,DoS,DoS,Low,2023-3-3,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,7,Penetration testing,-,-,-,-,-,-,TRUE,-,-
581,Information leakage in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,Low,2023-3-3,Remote,China,-,-,-,-,Competition-2-Vehicle-4-5-6,7,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
582,Local Denial of Service (DoS) vulnerability in XX Company's APP,Outside-vehicle,APP,DoS,DoS,Low,2023-2-15,Remote,Korea,Sedan,L2,Petrol, APP-internal,Competition-1-Vehicle-1,4,Unpacking,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
583,Local Denial of Service (DoS) vulnerability in XX Company's APP,Outside-vehicle,APP,DoS,DoS,Low,2023-2-15,Remote,Korea,Sedan,L2,Petrol, APP-internal,Competition-1-Vehicle-1,4,Unpacking,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
584,Local Denial of Service (DoS) vulnerability in XX Company's APP,Outside-vehicle,APP,DoS,DoS,Low,2023-2-15,Remote,German,Sedan,L2,Petrol, APP-internal,Daily,-,Unpacking,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
585,Vulnerability allowing bypass of third-party APK verification for installation in XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,High,2023-2-15,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
586,Information leakage and unauthorized access vulnerabilities in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Medium,2023-2-13,Remote,China,-,-,-,-,Competition-1-Vehicle-2-3-5-6,1,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
587,Local Denial of Service (DoS) vulnerability in XX Company's APP,Outside-vehicle,APP,DoS,DoS,Low,2023-2-13,Remote,America,Sedan,L2,Petrol, APP-internal,Daily,-,Unpacking,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
588,Sensitive information leakage and unauthorized access vulnerabilities in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,High,2023-2-13,Remote,China,-,-,-,-,Competition-1-Vehicle-2-3-5-6,1,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
589,Local Denial of Service (DoS) vulnerability in components of XX Company's APP,Outside-vehicle,APP,DoS,DoS,Low,2023-2-10,Remote,America,Sedan,L2,Petrol, APP-internal,Daily,-,Unpacking,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
590,Local Denial of Service (DoS) vulnerability in XX Company's APP,Outside-vehicle,APP,DoS,DoS,Low,2023-2-10,Remote,Japan,Sedan,L2,Electric, APP-internal,Daily,-,Unpacking,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
591,Vulnerability allowing access to engineering mode and ADB debugging for vehicle control in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,High,2023-2-7,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
592,Local Denial of Service (DoS) vulnerability in XX Company's APP,Outside-vehicle,APP,DoS,DoS,Low,2023-2-13,Remote,America,Sedan,L2,Petrol, APP-internal,Daily,-,Unpacking,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
593,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-2-1,Remote,China,-,-,-,-,Competition-1-Vehicle-2-3-5-6,1,Penetration testing,-,-,-,TRUE,-,-,-,-,-
594,Arbitrary file download vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,File operation,File download,Medium,2023-2-1,Remote,China,-,-,-,-,Competition-1-Vehicle-2-3-5-6,1,Penetration testing,-,-,-,TRUE,-,-,-,-,-
595,Remote Code Execution (RCE) vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,Command injection,High,2023-2-1,Remote,China,-,-,-,-,Competition-1-Vehicle-2-3-5-6,1,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
596,Vulnerability due to listening on port 22342 in XX Company's XX model that may be exploited,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-1-17,Short-range,China,SUV,L1,Petrol,-,Daily,-,Port scanning,-,-,-,TRUE,TRUE,-,-,-,-
597,Remote command execution vulnerability in the T-BOX of XX Company's XX model,In-vehicle,T-Box,Injection,Command injection,Medium,2023-1-17,Short-range,China,Sedan,L2,Hybird,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,-,TRUE,-,-,-,-
598,T-BOX of XX Company's XX model leaks MQTT and other certificates,In-vehicle,T-Box,Information leakage,Information leakage,Low,2023-1-17,Remote,America,SUV,L2,Petrol,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
599,Vulnerability in remote file access of T-BOX in XX Company's XX model that may allow modification of upgrade packages,In-vehicle,T-Box,OS,Upgrade forgery,Medium,2023-1-17,Remote,America,SUV,L2,Petrol,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,-,TRUE,-,-,-,-
600,Remote command execution issue in the T-BOX of XX Company's XX model,In-vehicle,T-Box,Injection,Command injection,Medium,2023-1-17,Remote,America,SUV,L2,Petrol,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,-,TRUE,-,-,-,-
601,IVI of XX Company's XX model leaks internal FTP information,In-vehicle,IVI,Information leakage,Information leakage,Low,2023-1-17,Short-range,America,SUV,L2,Petrol,-,Daily,-,Port scanning,-,-,-,TRUE,-,-,-,-,-
602,Network isolation issue in XX Company's XX model allows batch attack and intrusion,In-vehicle,T-Box,Authorization,Unauthorized accessing,Low,2023-1-17,Short-range,America,SUV,L2,Petrol,-,Daily,-,Port scanning,-,-,-,-,TRUE,-,-,-,-
603,Vulnerability allowing remote screenshot of the infotainment system in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-1-14,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
604,Vulnerability allowing remote control of the infotainment screen in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-1-14,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
605,Remote camera control vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-1-14,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
606,Remote radio control vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-1-14,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,7,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
607,Vulnerability in the include kernel module of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-1-14,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,7,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
608,Unauthorized access vulnerability in the dashcam of XX Company's XX model,Network,Network,Authorization,Unauthorized accessing,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
609,ADB unauthorized access vulnerability in the IVI system of XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
610,Remote command execution vulnerability in XX Company's XX model,In-vehicle,T-Box,Injection,Command injection,Medium,2023-1-13,Remote,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,-,TRUE,-,-,-,-
611,Denial of Service (DoS) vulnerability in the IVI of XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-1-13,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,6,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
612,Hardcoded key vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Low,2023-1-13,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,6,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
613,Empty root password in Telnet of the autonomous driving data collection system gateway in XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
614,Empty root password in SSH of the infotainment system in XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
615,Empty root password in Telnet of the network devices in the autonomous driving data collection system of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
616,Empty root password in SSH of the network devices in the autonomous driving data collection system of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
617,Weak root password in Telnet of the network devices in the autonomous driving data collection system of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
618,Empty root password in SSH of the network devices in the autonomous driving data collection system of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
619,Weak root password in Telnet of the network devices in the autonomous driving data collection system of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
620,Empty root password in SSH of the network devices in the autonomous driving data collection system of XX Company's XX model,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
621,Empty root password in the domain controller system of XX Company,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
622,Empty root password in SSH of the ADAS system of XX Company,Network,Network,Authorization,Weak password,Low,2023-1-13,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
623,Remote air conditioning control vulnerability in XX Company's XX model,In-vehicle,IVI,Injection,Command injection,High,2023-1-13,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,6,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
624,Unauthorized query and modification of vehicle stealth privacy settings in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-1-11,Remote,China,Sedan,L2,Hybird,-,Daily,-,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
625,Null pointer dereference kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-1-11,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,5,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
